,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
152,22020,1629633,Jarrett Culver,1610612750,MIN,Minnesota Timberwolves,OffRebound,Offensive,0.069,18,0.101,0.75,0.429,0.0,0.125,0.0,0.0,0.375,0.429,16,12,6,14,8
153,22020,1628978,Donte DiVincenzo,1610612749,MIL,Milwaukee Bucks,OffRebound,Offensive,0.017,35,0.055,0.571,0.375,0.0,0.238,0.0,0.0,0.286,0.375,21,12,6,16,10
154,22020,1626204,Larry Nance Jr.,1610612739,CLE,Cleveland Cavaliers,OffRebound,Offensive,0.18,19,0.066,0.917,0.444,0.25,0.0,0.25,0.0,0.5,0.444,12,11,4,9,5
155,22020,202357,Nemanja Bjelica,1610612758,SAC,Sacramento Kings,OffRebound,Offensive,0.293,17,0.073,1.0,0.625,0.0,0.2,0.0,0.0,0.5,0.625,10,10,5,8,3
156,22020,1630169,Tyrese Haliburton,1610612758,SAC,Sacramento Kings,OffRebound,Offensive,0.293,30,0.027,1.0,0.556,0.0,0.1,0.0,0.0,0.5,0.556,10,10,5,9,4
157,22020,1630175,Cole Anthony,1610612753,ORL,Orlando Magic,OffRebound,Offensive,0.173,25,0.032,0.909,0.333,0.182,0.0,0.182,0.0,0.455,0.333,11,10,3,9,6
158,22020,1628425,Sterling Brown,1610612745,HOU,Houston Rockets,OffRebound,Offensive,0.116,31,0.054,0.833,0.556,0.0,0.25,0.0,0.0,0.417,0.556,12,10,5,9,4
159,22020,1630183,Jaden McDaniels,1610612750,MIN,Minnesota Timberwolves,OffRebound,Offensive,0.094,29,0.057,0.8,0.5,0.2,0.2,0.2,0.0,0.5,0.5,10,8,3,6,3
160,22020,1629635,Sekou Doumbouya,1610612765,DET,Detroit Pistons,OffRebound,Offensive,0.094,30,0.065,0.8,0.375,0.1,0.1,0.1,0.0,0.4,0.375,10,8,3,8,5
161,22020,202711,Bojan Bogdanovic,1610612762,UTA,Utah Jazz,OffRebound,Offensive,0.046,35,0.021,0.727,0.4,0.0,0.091,0.0,0.0,0.364,0.4,11,8,4,10,6
162,22020,1628997,Caleb Martin,1610612766,CHA,Charlotte Hornets,OffRebound,Offensive,0.029,25,0.064,0.7,0.286,0.2,0.1,0.2,0.0,0.4,0.286,10,7,2,7,5
163,22020,1628415,Dillon Brooks,1610612763,MEM,Memphis Grizzlies,OffRebound,Offensive,0.012,28,0.026,0.538,0.273,0.0,0.154,0.0,0.0,0.231,0.318,13,7,3,11,8
164,22020,202694,Marcus Morris Sr.,1610612746,LAC,LA Clippers,OffRebound,Offensive,0.023,28,0.032,0.6,0.333,0.0,0.1,0.0,0.0,0.3,0.333,10,6,3,9,6
165,22020,1629647,Darius Bazley,1610612760,OKC,Oklahoma City Thunder,OffRebound,Offensive,0.0,34,0.025,0.333,0.167,0.0,0.0,0.0,0.0,0.167,0.167,12,4,2,12,10
