,FIBA_P&R Ball Handler,FIBA_Spot-Up,FIBA_Transition,FIBA_ISO,FIBA_Post-Up,FIBA_P&R Roll Man,FIBA_Cut,FIBA_Offensive Rebound,FIBA_Off Screen,FIBA_Hand Off,FIBA_Cluster,INTL_P&R Ball Handler,INTL_Spot-Up,INTL_Transition,INTL_ISO,INTL_Post-Up,INTL_P&R Roll Man,INTL_Cut,INTL_Offensive Rebound,INTL_Off Screen,INTL_Hand Off,INTL_Cluster,NBA_P&R Ball Handler,NBA_Spot-Up,NBA_Transition,NBA_ISO,NBA_Post-Up,NBA_P&R Roll Man,NBA_Cut,NBA_Offensive Rebound,NBA_Off Screen,NBA_Hand Off,NBA_Cluster
4168,,,,,,,,,,,,158,35,27,17,12,0,4,8,11,2,2,,,,,,,,,,,
5652,,,,,,,,,,,,121,29,28,68,2,0,5,7,7,7,1,,,,,,,,,,,
3777,,,,,,,,,,,,2,8,30,17,42,36,44,94,0,0,3,,,,,,,,,,,
3885,,,,,,,,,,,,0,63,13,5,86,52,21,30,3,0,0,,,,,,,,,,,
3909,,,,,,,,,,,,48,109,51,11,0,0,8,26,14,6,6,,,,,,,,,,,
4051,,,,,,,,,,,,86,58,53,59,0,0,3,6,6,2,1,,,,,,,,,,,
4266,,,,,,,,,,,,110,41,47,16,3,0,12,18,22,4,1,,,,,,,,,,,
3705,,,,,,,,,,,,0,9,8,2,23,69,94,64,0,3,3,,,,,,,,,,,
3911,,,,,,,,,,,,0,102,25,4,46,13,27,48,6,1,0,,,,,,,,,,,
3934,,,,,,,,,,,,0,10,13,3,128,38,31,43,6,0,5,,,,,,,,,,,
4030,,,,,,,,,,,,6,85,25,18,78,14,12,17,14,3,0,,,,,,,,,,,
4345,,,,,,,,,,,,148,36,26,14,29,0,5,7,2,5,2,,,,,,,,,,,
3820,,,,,,,,,,,,1,38,35,3,11,28,86,66,2,1,3,,,,,,,,,,,
3953,,,,,,,,,,,,0,39,20,12,57,33,63,46,1,0,3,,,,,,,,,,,
4015,,,,,,,,,,,,2,102,26,0,20,40,38,38,5,0,4,,,,,,,,,,,
3701,,,,,,,,,,,,0,32,10,3,68,44,50,62,1,0,3,,,,,,,,,,,
3721,,,,,,,,,,,,0,29,6,7,53,72,49,53,1,0,3,,,,,,,,,,,
3754,,,,,,,,,,,,0,52,17,3,78,29,39,49,1,2,5,,,,,,,,,,,
3928,,,,,,,,,,,,30,85,58,15,29,1,14,16,20,2,6,,,,,,,,,,,
4228,,,,,,,,,,,,151,49,24,24,0,0,2,5,6,9,2,,,,,,,,,,,
3896,,,,,,,,,,,,0,26,4,0,63,74,70,32,0,0,3,,,,,,,,,,,
3915,,,,,,,,,,,,0,117,39,7,21,9,35,38,2,1,4,,,,,,,,,,,
3952,,,,,,,,,,,,58,95,27,3,0,0,9,7,53,17,6,,,,,,,,,,,
4026,,,,,,,,,,,,1,13,30,23,79,37,42,43,1,0,5,,,,,,,,,,,
4203,,,,,,,,,,,,81,72,40,14,0,0,2,13,45,2,6,,,,,,,,,,,
4281,,,,,,,,,,,,132,62,21,27,2,0,6,13,4,2,1,,,,,,,,,,,
3834,,,,,,,,,,,,0,43,14,3,73,68,26,29,11,1,5,,,,,,,,,,,
3905,,,,,,,,,,,,2,68,34,6,37,28,46,41,5,1,0,,,,,,,,,,,
3983,,,,,,,,,,,,0,2,13,1,36,76,60,79,1,0,3,,,,,,,,,,,
3902,,,,,,,,,,,,10,82,31,20,55,4,12,16,24,13,0,,,,,,,,,,,
3904,,,,,,,,,,,,69,92,45,17,0,0,7,20,11,6,6,,,,,,,,,,,
3984,,,,,,,,,,,,130,35,31,39,0,0,7,10,6,9,1,,,,,,,,,,,
4194,,,,,,,,,,,,100,62,22,32,0,1,12,21,9,8,1,,,,,,,,,,,
3856,,,,,,,,,,,,23,125,14,8,1,1,24,31,24,15,4,,,,,,,,,,,
3980,,,,,,,,,,,,5,135,32,6,7,24,22,26,7,2,4,,,,,,,,,,,
4003,,,,,,,,,,,,3,69,22,15,78,26,20,19,11,3,0,,,,,,,,,,,
4049,,,,,,,,,,,,29,85,48,25,0,0,15,15,33,16,6,,,,,,,,,,,
3785,,,,,,,,,,,,0,38,1,3,83,48,23,59,9,1,5,,,,,,,,,,,
3829,,,,,,,,,,,,49,75,31,33,17,3,13,33,7,4,6,,,,,,,,,,,
3939,,,,,,,,,,,,35,85,45,13,28,9,24,15,8,3,6,,,,,,,,,,,
3967,,,,,,,,,,,,32,108,34,12,7,0,17,49,3,3,4,,,,,,,,,,,
4166,,,,,,,,,,,,87,44,43,40,2,0,17,13,11,8,1,,,,,,,,,,,
4264,,,,,,,,,,,,139,56,16,31,0,0,3,6,7,7,2,,,,,,,,,,,
3862,,,,,,,,,,,,0,103,34,5,21,23,18,50,10,0,4,,,,,,,,,,,
3912,,,,,,,,,,,,1,15,8,1,51,65,68,53,1,1,3,,,,,,,,,,,
4040,,,,,,,,,,,,24,137,38,3,2,3,14,24,13,6,4,,,,,,,,,,,
3865,,,,,,,,,,,,1,3,10,1,78,51,51,67,1,0,5,,,,,,,,,,,
3867,,,,,,,,,,,,0,65,22,14,51,9,29,65,7,1,0,,,,,,,,,,,
3959,,,,,,,,,,,,13,124,31,7,16,8,21,21,17,5,4,,,,,,,,,,,
4011,,,,,,,,,,,,29,95,37,5,0,0,39,42,10,6,4,,,,,,,,,,,
4033,,,,,,,,,,,,1,100,18,9,31,23,24,55,1,1,0,,,,,,,,,,,
4054,,,,,,,,,,,,18,142,27,14,5,7,11,20,15,4,4,,,,,,,,,,,
4247,,,,,,,,,,,,134,35,25,24,0,0,15,16,4,10,2,,,,,,,,,,,
3801,,,,,,,,,,,,0,8,10,0,31,72,47,92,0,2,3,,,,,,,,,,,
3861,,,,,,,,,,,,0,39,6,5,32,78,67,32,1,2,3,,,,,,,,,,,
3888,,,,,,,,,,,,3,87,10,7,38,60,24,27,6,0,0,,,,,,,,,,,
3894,,,,,,,,,,,,0,16,7,0,48,59,73,59,0,0,3,,,,,,,,,,,
3922,,,,,,,,,,,,7,91,32,14,18,24,22,44,9,1,4,,,,,,,,,,,
3930,,,,,,,,,,,,5,87,43,26,17,32,6,20,23,3,4,,,,,,,,,,,
4073,,,,,,,,,,,,48,68,36,29,18,0,21,16,18,8,6,,,,,,,,,,,
4171,,,,,,,,,,,,79,34,26,24,0,0,5,3,70,21,1,,,,,,,,,,,
4464,,,,,,,,,,,,159,23,39,18,1,0,4,9,2,6,2,,,,,,,,,,,
3839,,,,,,,,,,,,1,12,19,2,53,82,48,42,0,1,3,,,,,,,,,,,
3924,,,,,,,,,,,,0,17,9,1,74,64,56,39,0,0,5,,,,,,,,,,,
4061,,,,,,,,,,,,97,46,36,24,0,0,2,8,38,9,1,,,,,,,,,,,
4507,,,,,,,,,,,,172,39,22,9,0,0,0,13,3,2,2,,,,,,,,,,,
3761,,,,,,,,,,,,1,11,7,0,73,53,42,72,0,0,5,,,,,,,,,,,
3864,,,,,,,,,,,,1,42,42,5,49,37,43,38,1,1,0,,,,,,,,,,,
3886,,,,,,,,,,,,1,56,10,12,82,47,17,28,5,1,5,,,,,,,,,,,
4180,,,,,,,,,,,,119,30,30,33,7,0,9,5,15,11,1,,,,,,,,,,,
4292,,,,,,,,,,,,118,59,37,10,0,0,4,10,15,6,1,,,,,,,,,,,
4397,,,,,,,,,,,,157,19,22,32,0,0,3,8,13,5,2,,,,,,,,,,,
3730,,,,,,,,,,,,0,12,20,0,34,76,62,54,0,0,3,,,,,,,,,,,
3929,,,,,,,,,,,,1,25,17,0,79,24,44,66,0,2,5,,,,,,,,,,,
3975,,,,,,,,,,,,4,11,8,5,98,41,37,53,0,1,5,,,,,,,,,,,
3993,,,,,,,,,,,,2,147,18,3,13,16,16,34,8,1,4,,,,,,,,,,,
4016,,,,,,,,,,,,82,47,52,44,0,0,2,5,16,10,1,,,,,,,,,,,
4035,,,,,,,,,,,,16,101,53,21,8,4,20,24,5,6,4,,,,,,,,,,,
4332,,,,,,,,,,,,131,51,26,21,1,0,4,12,6,6,1,,,,,,,,,,,
3726,,,,,,,,,,,,0,23,26,25,30,54,43,54,2,0,3,,,,,,,,,,,
4143,,,,,,,,,,,,125,41,30,42,1,0,3,8,2,5,1,,,,,,,,,,,
3791,,,,,,,,,,,,1,1,12,0,43,68,76,55,0,0,3,,,,,,,,,,,
4002,,,,,,,,,,,,52,52,41,45,4,1,12,19,25,5,6,,,,,,,,,,,
4110,,,,,,,,,,,,142,38,28,13,1,0,6,11,5,12,2,,,,,,,,,,,
4157,,,,,,,,,,,,143,53,9,33,0,1,0,2,7,8,2,,,,,,,,,,,
4252,,,,,,,,,,,,155,32,30,16,0,0,1,6,6,10,2,,,,,,,,,,,
4084,,,,,,,,,,,,3,104,25,7,51,21,16,18,8,2,0,,,,,,,,,,,
4258,,,,,,,,,,,,100,50,41,21,0,0,3,20,12,8,1,,,,,,,,,,,
4274,,,,,,,,,,,,114,38,52,18,0,0,7,12,6,8,1,,,,,,,,,,,
3913,,,,,,,,,,,,1,22,31,7,26,54,66,46,1,0,3,,,,,,,,,,,
3982,,,,,,,,,,,,7,91,28,16,19,19,46,23,3,2,4,,,,,,,,,,,
4399,,,,,,,,,,,,117,27,31,39,5,0,4,10,11,10,1,,,,,,,,,,,
4566,,,,,,,,,,,,170,24,9,32,0,0,1,5,2,11,2,,,,,,,,,,,
3871,,,,,,,,,,,,12,114,16,2,8,2,33,51,8,7,4,,,,,,,,,,,
4019,,,,,,,,,,,,3,52,29,13,17,27,61,36,13,2,0,,,,,,,,,,,
4324,,,,,,,,,,,,134,36,21,16,0,0,4,11,13,18,2,,,,,,,,,,,
4017,,,,,,,,,,,,0,60,4,0,93,30,45,20,0,0,5,,,,,,,,,,,
4071,,,,,,,,,,,,115,65,22,30,0,0,2,14,1,3,1,,,,,,,,,,,
4107,,,,,,,,,,,,58,64,47,2,0,1,10,25,33,12,6,,,,,,,,,,,
4151,,,,,,,,,,,,99,90,15,18,0,0,3,3,15,9,1,,,,,,,,,,,
4098,,,,,,,,,,,,7,123,27,6,6,7,24,39,11,1,4,,,,,,,,,,,
4135,,,,,,,,,,,,131,41,29,14,1,1,5,6,12,11,2,,,,,,,,,,,
4177,,,,,,,,,,,,7,85,23,63,25,11,4,7,18,8,4,,,,,,,,,,,
4183,,,,,,,,,,,,133,30,10,13,5,0,5,10,38,7,2,,,,,,,,,,,
4278,,,,,,,,,,,,82,73,47,17,2,0,6,12,4,8,6,,,,,,,,,,,
4331,,,,,,,,,,,,85,74,42,13,0,1,3,11,14,8,6,,,,,,,,,,,
4497,,,,,,,,,,,,163,32,12,20,0,0,5,11,6,2,2,,,,,,,,,,,
3800,,,,,,,,,,,,0,70,22,17,70,34,19,13,5,0,0,,,,,,,,,,,
3895,,,,,,,,,,,,1,69,14,10,40,29,30,53,3,1,0,,,,,,,,,,,
3933,,,,,,,,,,,,0,11,20,5,44,52,57,60,0,1,3,,,,,,,,,,,
4069,,,,,,,,,,,,0,10,10,3,81,40,45,61,0,0,5,,,,,,,,,,,
4162,,,,,,,,,,,,2,25,13,6,54,37,42,65,6,0,3,,,,,,,,,,,
4220,,,,,,,,,,,,59,61,29,15,0,0,18,29,32,7,6,,,,,,,,,,,
4273,,,,,,,,,,,,66,58,25,4,1,0,2,7,72,15,6,,,,,,,,,,,
4337,,,,,,,,,,,,72,65,33,5,0,0,3,10,35,27,6,,,,,,,,,,,
4745,,,,,,,,,,,,179,18,8,14,8,0,1,8,0,14,2,,,,,,,,,,,
4022,,,,,,,,,,,,0,4,12,0,53,67,60,52,1,0,3,,,,,,,,,,,
4043,,,,,,,,,,,,1,66,15,5,53,46,17,24,21,1,0,,,,,,,,,,,
4344,,,,,,,,,,,,121,38,32,29,5,1,3,7,7,6,1,,,,,,,,,,,
4346,,,,,,,,,,,,128,50,26,14,0,0,3,18,3,7,1,,,,,,,,,,,
4111,,,,,,,,,,,,0,47,9,5,90,49,24,21,3,0,5,,,,,,,,,,,
4113,,,,,,,,,,,,1,97,14,14,20,17,32,25,26,2,4,,,,,,,,,,,
4547,,,,,,,,,,,,160,33,14,10,0,0,2,5,6,18,2,,,,,,,,,,,
3989,,,,,,,,,,,,9,157,20,5,7,17,8,19,3,2,4,,,,,,,,,,,
3990,,,,,,,,,,,,0,52,5,9,96,24,21,36,3,1,5,,,,,,,,,,,
4032,,,,,,,,,,,,108,30,48,19,0,0,11,11,11,9,1,,,,,,,,,,,
4060,,,,,,,,,,,,68,69,28,15,9,0,17,31,5,5,6,,,,,,,,,,,
4209,,,,,,,,,,,,73,67,53,10,0,0,15,22,4,3,6,,,,,,,,,,,
4304,,,,,,,,,,,,127,39,26,28,8,0,4,3,9,3,2,,,,,,,,,,,
3897,,,,,,,,,,,,0,4,12,0,26,94,49,61,0,0,3,,,,,,,,,,,
3925,,,,,,,,,,,,0,19,6,2,32,95,45,43,4,0,3,,,,,,,,,,,
4131,,,,,,,,,,,,99,41,45,23,3,0,7,15,6,7,1,,,,,,,,,,,
4590,,,,,,,,,,,,158,32,27,10,0,0,3,1,9,6,2,,,,,,,,,,,
3727,,,,,,,,,,,,0,48,25,5,36,34,46,47,4,0,0,,,,,,,,,,,
3744,,,,,,,,,,,,3,30,24,5,30,45,49,57,1,1,3,,,,,,,,,,,
3955,,,,,,,,,,,,0,89,14,2,38,23,13,25,35,6,0,,,,,,,,,,,
4080,,,,,,,,,,,,15,63,24,42,31,17,17,10,26,0,0,,,,,,,,,,,
4323,,,,,,,,,,,,46,120,28,12,0,0,3,11,17,8,4,,,,,,,,,,,
4398,,,,,,,,,,,,148,21,22,24,0,0,4,3,13,10,2,,,,,,,,,,,
3903,,,,,,,,,,,,0,85,25,1,22,40,22,42,6,1,0,,,,,,,,,,,
4114,,,,,,,,,,,,47,75,39,10,18,0,20,12,17,6,6,,,,,,,,,,,
3969,,,,,,,,,,,,9,74,33,2,11,0,40,70,4,0,4,,,,,,,,,,,
3988,,,,,,,,,,,,2,99,41,8,13,13,23,34,7,3,4,,,,,,,,,,,
4042,,,,,,,,,,,,42,75,38,7,1,0,8,19,45,8,6,,,,,,,,,,,
4085,,,,,,,,,,,,0,5,10,1,65,64,41,56,1,0,3,,,,,,,,,,,
4184,,,,,,,,,,,,0,78,22,3,62,17,17,35,7,2,0,,,,,,,,,,,
4420,,,,,,,,,,,,167,27,18,15,0,0,0,4,4,8,2,,,,,,,,,,,
4435,,,,,,,,,,,,155,38,6,18,0,0,3,7,2,14,2,,,,,,,,,,,
4106,,,,,,,,,,,,70,86,40,20,0,0,2,8,13,3,6,,,,,,,,,,,
4150,,,,,,,,,,,,87,41,37,36,0,0,3,6,29,3,1,,,,,,,,,,,
4167,,,,,,,,,,,,107,23,38,47,1,0,8,14,2,2,1,,,,,,,,,,,
4173,,,,,,,,,,,,15,117,38,12,4,8,4,28,13,3,4,,,,,,,,,,,
4197,,,,,,,,,,,,28,71,28,26,20,21,7,16,23,2,6,,,,,,,,,,,
4225,,,,,,,,,,,,50,83,42,13,8,0,5,6,7,28,6,,,,,,,,,,,
4253,,,,,,,,,,,,91,68,27,15,0,0,6,19,13,3,1,,,,,,,,,,,
4418,,,,,,,,,,,,145,23,30,24,0,0,2,7,4,7,2,,,,,,,,,,,
3931,,,,,,,,,,,,0,4,13,3,57,63,46,51,4,0,3,,,,,,,,,,,
3998,,,,,,,,,,,,0,52,12,16,79,31,7,27,17,0,0,,,,,,,,,,,
4008,,,,,,,,,,,,34,74,43,20,9,0,22,32,3,4,6,,,,,,,,,,,
4093,,,,,,,,,,,,0,40,5,8,93,43,15,36,1,0,5,,,,,,,,,,,
4190,,,,,,,,,,,,81,61,31,21,6,1,2,6,26,6,1,,,,,,,,,,,
4393,,,,,,,,,,,,86,39,28,6,12,0,12,26,30,2,1,,,,,,,,,,,
3985,,,,,,,,,,,,1,43,8,12,66,17,37,52,3,1,5,,,,,,,,,,,
4013,,,,,,,,,,,,1,29,18,6,113,29,18,26,0,0,5,,,,,,,,,,,
4014,,,,,,,,,,,,2,77,25,21,25,16,22,44,8,0,0,,,,,,,,,,,
4127,,,,,,,,,,,,107,64,20,30,0,0,4,7,2,6,1,,,,,,,,,,,
3767,,,,,,,,,,,,0,5,13,9,119,13,34,44,2,0,5,,,,,,,,,,,
4009,,,,,,,,,,,,0,7,5,3,83,26,49,65,0,1,5,,,,,,,,,,,
4034,,,,,,,,,,,,47,38,55,44,2,0,10,13,23,7,6,,,,,,,,,,,
4064,,,,,,,,,,,,3,120,27,8,16,15,19,13,17,1,4,,,,,,,,,,,
4229,,,,,,,,,,,,31,83,24,7,7,0,14,22,23,28,6,,,,,,,,,,,
4254,,,,,,,,,,,,100,46,40,7,0,1,5,5,19,16,1,,,,,,,,,,,
4338,,,,,,,,,,,,70,57,32,21,3,0,10,16,26,4,6,,,,,,,,,,,
4557,,,,,,,,,,,,180,24,12,6,0,0,1,4,9,3,2,,,,,,,,,,,
4572,,,,,,,,,,,,135,38,31,16,0,0,5,7,3,4,2,,,,,,,,,,,
4074,,,,,,,,,,,,0,28,7,5,51,34,59,54,0,0,3,,,,,,,,,,,
4086,,,,,,,,,,,,2,113,25,8,12,19,11,26,21,1,4,,,,,,,,,,,
4241,,,,,,,,,,,,124,54,22,8,8,0,2,5,11,4,1,,,,,,,,,,,
4271,,,,,,,,,,,,69,85,24,22,0,0,5,9,20,4,6,,,,,,,,,,,
4211,,,,,,,,,,,,13,83,46,5,23,0,19,24,14,10,4,,,,,,,,,,,
3946,,,,,,,,,,,,4,46,33,33,15,21,34,46,4,0,0,,,,,,,,,,,
3997,,,,,,,,,,,,0,77,10,4,59,27,21,37,1,0,0,,,,,,,,,,,
4062,,,,,,,,,,,,3,44,24,7,26,37,50,44,0,1,3,,,,,,,,,,,
4092,,,,,,,,,,,,0,7,11,3,73,46,43,50,2,1,5,,,,,,,,,,,
4221,,,,,,,,,,,,43,93,26,9,4,1,6,14,32,8,6,,,,,,,,,,,
4260,,,,,,,,,,,,70,58,32,14,4,3,17,13,17,8,6,,,,,,,,,,,
4395,,,,,,,,,,,,84,54,32,34,1,0,5,6,11,9,1,,,,,,,,,,,
3890,,,,,,,,,,,,1,84,12,6,52,18,33,25,3,1,0,,,,,,,,,,,
3974,,,,,,,,,,,,28,94,34,9,10,2,19,26,11,2,4,,,,,,,,,,,
4004,,,,,,,,,,,,0,15,19,2,12,59,77,47,3,1,3,,,,,,,,,,,
4020,,,,,,,,,,,,2,44,9,7,69,24,23,54,3,0,5,,,,,,,,,,,
4077,,,,,,,,,,,,78,44,48,14,1,0,8,26,4,12,1,,,,,,,,,,,
4302,,,,,,,,,,,,118,32,23,36,4,0,3,8,3,8,2,,,,,,,,,,,
3949,,,,,,,,,,,,3,117,9,2,15,59,9,15,4,1,4,,,,,,,,,,,
3962,,,,,,,,,,,,0,13,13,0,48,71,31,55,2,1,3,,,,,,,,,,,
4412,,,,,,,,,,,,64,78,24,17,1,1,13,10,19,7,6,,,,,,,,,,,
4474,,,,,,,,,,,,144,25,45,7,0,0,1,6,2,4,2,,,,,,,,,,,
3944,,,,,,,,,,,,3,55,22,12,53,17,20,47,3,1,0,,,,,,,,,,,
4031,,,,,,,,,,,,3,113,24,7,6,15,33,21,11,0,4,,,,,,,,,,,
4191,,,,,,,,,,,,7,66,11,6,0,0,17,11,113,2,6,,,,,,,,,,,
3910,,,,,,,,,,,,1,34,19,2,25,32,55,61,3,0,3,,,,,,,,,,,
4010,,,,,,,,,,,,0,63,27,0,15,10,48,69,0,0,0,,,,,,,,,,,
4053,,,,,,,,,,,,0,53,27,2,37,16,30,64,3,0,0,,,,,,,,,,,
4094,,,,,,,,,,,,0,21,6,7,79,37,48,29,4,1,5,,,,,,,,,,,
4134,,,,,,,,,,,,14,72,15,6,41,1,21,37,24,1,0,,,,,,,,,,,
4222,,,,,,,,,,,,3,63,7,4,77,15,5,28,30,0,0,,,,,,,,,,,
4249,,,,,,,,,,,,25,85,25,3,3,0,4,12,67,8,6,,,,,,,,,,,
4406,,,,,,,,,,,,110,48,28,10,1,0,4,7,13,11,1,,,,,,,,,,,
3936,,,,,,,,,,,,0,22,13,3,65,46,45,33,4,0,5,,,,,,,,,,,
4055,,,,,,,,,,,,0,20,11,1,65,46,46,41,0,1,5,,,,,,,,,,,
4090,,,,,,,,,,,,5,73,20,15,50,11,9,28,18,2,0,,,,,,,,,,,
4138,,,,,,,,,,,,59,61,38,11,1,0,7,12,38,4,6,,,,,,,,,,,
4192,,,,,,,,,,,,0,12,12,1,87,35,32,52,0,0,5,,,,,,,,,,,
4334,,,,,,,,,,,,119,55,17,13,1,1,1,9,3,12,1,,,,,,,,,,,
4351,,,,,,,,,,,,124,15,22,38,0,0,1,8,8,15,2,,,,,,,,,,,
4668,,,,,,,,,,,,139,44,14,8,0,0,1,6,8,11,2,,,,,,,,,,,
3889,,,,,,,,,,,,1,6,13,2,91,40,41,35,1,0,5,,,,,,,,,,,
4052,,,,,,,,,,,,55,39,39,45,3,0,15,13,18,3,6,,,,,,,,,,,
4132,,,,,,,,,,,,59,47,57,28,4,7,8,7,9,4,6,,,,,,,,,,,
4218,,,,,,,,,,,,61,63,37,17,0,0,0,18,25,9,6,,,,,,,,,,,
3803,,,,,,,,,,,,0,2,6,0,48,52,51,69,1,0,3,,,,,,,,,,,
3898,,,,,,,,,,,,0,54,21,4,31,56,24,25,10,4,0,,,,,,,,,,,
3994,,,,,,,,,,,,60,49,28,51,8,0,5,3,21,4,6,,,,,,,,,,,
4096,,,,,,,,,,,,0,7,9,3,107,22,46,35,0,0,5,,,,,,,,,,,
4115,,,,,,,,,,,,3,60,28,4,21,68,17,27,0,1,0,,,,,,,,,,,
4268,,,,,,,,,,,,74,57,32,20,0,0,9,23,7,7,1,,,,,,,,,,,
4125,,,,,,,,,,,,41,83,57,11,2,0,9,16,4,5,6,,,,,,,,,,,
4185,,,,,,,,,,,,0,1,12,3,63,36,40,72,0,1,3,,,,,,,,,,,
4236,,,,,,,,,,,,0,88,22,6,25,21,14,41,10,1,4,,,,,,,,,,,
4342,,,,,,,,,,,,88,49,32,16,1,0,9,15,9,9,1,,,,,,,,,,,
4426,,,,,,,,,,,,111,24,14,13,0,0,10,5,42,9,1,,,,,,,,,,,
4169,,,,,,,,,,,,1,72,40,10,30,20,29,18,6,1,0,,,,,,,,,,,
4206,,,,,,,,,,,,106,22,30,24,1,0,4,9,22,9,1,,,,,,,,,,,
4233,,,,,,,,,,,,57,87,36,7,1,0,4,14,13,8,6,,,,,,,,,,,
4290,,,,,,,,,,,,7,97,26,6,8,7,15,40,19,2,4,,,,,,,,,,,
4314,,,,,,,,,,,,76,44,41,2,1,0,4,1,47,11,1,,,,,,,,,,,
3961,,,,,,,,,,,,0,31,18,6,53,24,49,44,0,1,3,,,,,,,,,,,
4175,,,,,,,,,,,,57,48,40,15,5,2,19,17,17,6,6,,,,,,,,,,,
4237,,,,,,,,,,,,7,94,25,19,13,5,27,30,5,1,4,,,,,,,,,,,
4502,,,,,,,,,,,,87,47,19,16,0,0,8,10,18,21,1,,,,,,,,,,,
4148,,,,,,,,,,,,40,46,37,17,3,0,11,17,47,7,6,,,,,,,,,,,
4170,,,,,,,,,,,,30,45,36,67,3,0,6,21,12,5,6,,,,,,,,,,,
4174,,,,,,,,,,,,18,92,32,3,3,3,11,6,51,6,4,,,,,,,,,,,
4480,,,,,,,,,,,,128,28,23,17,1,0,4,21,1,2,2,,,,,,,,,,,
4076,,,,,,,,,,,,2,63,22,11,44,9,36,32,4,1,0,,,,,,,,,,,
4089,,,,,,,,,,,,0,26,7,0,27,63,35,64,2,0,3,,,,,,,,,,,
4101,,,,,,,,,,,,0,105,9,3,14,35,24,22,10,2,4,,,,,,,,,,,
4146,,,,,,,,,,,,6,93,26,16,12,11,17,30,11,2,4,,,,,,,,,,,
4188,,,,,,,,,,,,2,99,10,6,21,37,12,19,18,0,4,,,,,,,,,,,
4267,,,,,,,,,,,,39,102,30,14,1,0,17,6,7,8,4,,,,,,,,,,,
4392,,,,,,,,,,,,85,41,24,21,0,0,5,3,38,7,1,,,,,,,,,,,
4422,,,,,,,,,,,,103,23,20,56,2,0,4,6,5,5,1,,,,,,,,,,,
4468,,,,,,,,,,,,65,82,29,12,0,0,9,10,11,6,6,,,,,,,,,,,
4510,,,,,,,,,,,,130,33,33,21,0,0,1,3,1,2,2,,,,,,,,,,,
3831,,,,,,,,,,,,2,39,15,0,38,42,43,43,0,1,3,,,,,,,,,,,
4245,,,,,,,,,,,,11,65,19,21,46,3,7,26,23,2,0,,,,,,,,,,,
4860,,,,,,,,,,,,155,23,12,18,1,0,2,6,2,4,2,,,,,,,,,,,
3970,,,,,,,,,,,,44,89,36,18,1,0,5,18,8,3,6,,,,,,,,,,,
4063,,,,,,,,,,,,3,60,37,16,13,3,35,45,7,3,0,,,,,,,,,,,
4217,,,,,,,,,,,,0,35,16,5,37,46,33,49,0,1,3,,,,,,,,,,,
4330,,,,,,,,,,,,68,74,41,6,3,0,14,9,3,4,6,,,,,,,,,,,
4416,,,,,,,,,,,,88,66,21,15,0,0,8,15,3,6,1,,,,,,,,,,,
4475,,,,,,,,,,,,93,39,32,27,1,0,4,8,13,5,1,,,,,,,,,,,
4555,,,,,,,,,,,,143,33,12,13,0,0,1,7,8,5,2,,,,,,,,,,,
4808,,,,,,,,,,,,149,34,18,9,0,0,4,2,4,2,2,,,,,,,,,,,
4067,,,,,,,,,,,,0,55,14,4,49,19,31,38,11,0,0,,,,,,,,,,,
4082,,,,,,,,,,,,0,24,11,5,99,22,19,37,3,1,5,,,,,,,,,,,
4104,,,,,,,,,,,,0,7,14,1,57,46,32,63,1,0,3,,,,,,,,,,,
4280,,,,,,,,,,,,0,40,2,4,71,54,16,23,8,3,5,,,,,,,,,,,
4504,,,,,,,,,,,,143,25,18,18,0,0,4,4,3,6,2,,,,,,,,,,,
3854,,,,,,,,,,,,1,5,10,0,70,45,32,57,0,0,5,,,,,,,,,,,
4137,,,,,,,,,,,,1,25,19,6,29,22,51,67,0,0,3,,,,,,,,,,,
4156,,,,,,,,,,,,1,98,20,3,21,12,16,21,28,0,4,,,,,,,,,,,
4200,,,,,,,,,,,,1,114,33,1,0,19,7,16,28,1,4,,,,,,,,,,,
4320,,,,,,,,,,,,1,26,6,6,97,40,22,21,1,0,5,,,,,,,,,,,
4328,,,,,,,,,,,,98,33,14,38,10,0,2,8,13,4,1,,,,,,,,,,,
4377,,,,,,,,,,,,97,23,16,15,11,1,30,20,6,1,1,,,,,,,,,,,
4423,,,,,,,,,,,,104,44,19,21,1,0,3,9,11,8,1,,,,,,,,,,,
4446,,,,,,,,,,,,92,45,14,24,0,0,3,9,26,7,1,,,,,,,,,,,
4458,,,,,,,,,,,,98,32,39,34,0,0,0,5,2,10,1,,,,,,,,,,,
3790,,,,,,,,,,,,1,16,10,1,28,73,29,61,0,0,3,,,,,,,,,,,
4018,,,,,,,,,,,,0,49,8,3,32,53,29,36,9,0,0,,,,,,,,,,,
4091,,,,,,,,,,,,0,15,10,1,13,61,55,63,0,1,3,,,,,,,,,,,
4159,,,,,,,,,,,,0,8,9,2,62,47,54,37,0,0,5,,,,,,,,,,,
4181,,,,,,,,,,,,1,21,27,15,42,34,36,42,1,0,3,,,,,,,,,,,
4186,,,,,,,,,,,,58,69,33,12,1,0,4,4,25,13,6,,,,,,,,,,,
4269,,,,,,,,,,,,111,25,19,35,0,0,2,16,7,4,2,,,,,,,,,,,
4286,,,,,,,,,,,,5,53,26,20,43,23,15,19,15,0,0,,,,,,,,,,,
4309,,,,,,,,,,,,2,85,16,16,26,17,23,24,8,2,4,,,,,,,,,,,
4461,,,,,,,,,,,,87,28,29,17,9,0,22,20,6,1,1,,,,,,,,,,,
